m#node	C#node2vec-0	C#node2vec-1	C#node2vec-2	C#node2vec-3	C#node2vec-4	C#node2vec-5	C#node2vec-6	C#node2vec-7	C#node2vec-8	C#node2vec-9	C#node2vec-10	C#node2vec-11	C#node2vec-12	C#node2vec-13	C#node2vec-14	C#node2vec-15	C#node2vec-16	C#node2vec-17	C#node2vec-18	C#node2vec-19	C#node2vec-20	C#node2vec-21	C#node2vec-22	C#node2vec-23	C#node2vec-24	C#node2vec-25	C#node2vec-26	C#node2vec-27	C#node2vec-28	C#node2vec-29	C#node2vec-30	C#node2vec-31	cD#class
11	-0.11426532	-0.24806438	0.5186384	0.5916504	0.14555342	-0.5378854	0.25797406	-0.24773511	-0.008970609	-0.10870126	-0.15139656	0.04208478	0.3276264	-0.33809206	-0.25432414	0.13032295	0.20782727	-0.024606677	-0.20784448	0.42959893	0.0736024	0.18944772	0.5411927	0.037733342	0.41835797	-0.08738917	-0.08890987	0.49124625	-0.05419475	0.1817184	-0.23948814	0.17741878	1
12	-0.2367504	-0.13253064	0.5962224	0.24769425	-0.02461154	-0.24868378	0.3717143	-0.0651614	0.017039478	0.14739832	-0.059374217	-0.0021328288	0.18935627	-0.32931137	-0.23982628	0.019268021	-0.00492447	0.08597665	-0.041548584	0.28370792	0.15794605	0.32093677	0.43460175	0.0040892516	0.331128	-0.09774422	-0.10312466	0.29784492	0.036945466	0.03466752	-0.134633	0.16543926	1
13	-0.26938492	-0.08252735	0.6604569	0.06108992	-0.045833796	-0.14566627	0.46896517	-0.08574508	0.09717559	0.31533578	0.05164943	0.042503387	-0.0066876668	-0.35437477	-0.28140917	-0.035556268	-0.04501695	0.039257977	0.02619038	0.16403699	0.20728011	0.428827	0.4866717	-0.006178667	0.39117217	-0.25202537	-0.23686403	0.17677398	0.21214205	-0.050928015	-0.15734659	0.15962034	1
14	-0.277182	-0.13569358	0.483793	0.04299969	-0.07544138	-0.10424331	0.4245068	0.1150223	-0.016887281	0.11281268	0.13504702	-0.05661872	0.028197244	-0.24200532	-0.27932942	-0.16771112	-0.11321809	0.13726315	-0.023332994	0.20250235	0.12368482	0.47071832	0.4231627	-0.16484946	0.19341747	-0.07317368	-0.16018775	0.0618983	0.09276875	-0.21403493	-0.056169283	0.013934148	1
15	-0.34918082	-0.2829894	0.299841	0.27454636	-0.15703467	-0.18079297	0.10777836	0.22723556	-0.025716951	-0.38617256	0.23907089	-0.3158262	0.0741014	-0.2614941	-0.30455184	-0.45430613	-0.13688138	0.055879988	0.02803003	0.21914029	0.03716766	0.24461572	0.3215121	-0.17454511	-0.1397153	0.3762964	-0.07827483	0.010773776	-0.14066255	-0.35763705	-0.011683595	-0.0029546975	2
16	-0.29837465	-0.24287185	0.32712427	0.19162239	-0.10551642	-0.16386221	0.1641085	0.24478476	-0.029594583	-0.3988072	0.23953395	-0.27802008	0.049903743	-0.24186146	-0.3378365	-0.4406913	-0.1524823	0.108192846	0.008861357	0.28686616	0.029176284	0.26838243	0.32418808	-0.21276057	-0.13993429	0.31219319	-0.056360956	-0.019577302	-0.09035462	-0.36500132	0.013549807	-0.024019701	2
17	-0.09110118	-0.2108444	0.45063743	0.6338679	0.22327217	-0.5684254	0.26312733	-0.25020963	0.028358124	-0.14321044	-0.19540012	-0.028245823	0.46339375	-0.40911233	-0.4114955	0.101941444	0.30836347	-0.097270705	-0.32372624	0.527361	-0.018990345	0.29944623	0.56678295	0.045460183	0.44042534	-0.1293908	-0.12983143	0.6128769	-0.048890073	0.27347022	-0.28011328	0.27094308	1
18	-0.22121066	-0.06785415	0.6571787	0.037574172	-0.059688758	-0.08731937	0.48440987	0.040362634	0.06646147	0.23634373	0.020106273	0.023671279	0.09535585	-0.326749	-0.28445312	-0.023697967	-0.08861471	0.119416706	-0.0131143695	0.21374105	0.17464814	0.4777042	0.4982568	-0.05320102	0.35808975	-0.21383385	-0.13332845	0.16984819	0.13404243	-0.059177022	-0.057297193	0.10692707	1
19	-0.28851408	-0.21342134	0.3356161	0.17180657	-0.18054847	-0.10584883	0.22173364	0.2764497	-0.1031512	-0.34804228	0.30005857	-0.30121443	0.059619304	-0.2107785	-0.31528553	-0.45445967	-0.1866866	0.14680953	-0.017806113	0.21739715	0.005327424	0.30936188	0.36097848	-0.23906276	-0.13611993	0.3288879	-0.03932943	-0.07330677	-0.16785537	-0.43757477	0.021755733	-0.087762915	2
20	-0.28795066	-0.076652855	0.5339164	0.14436373	-0.07943867	-0.1326354	0.32801136	0.12337083	0.038862024	-0.11054471	0.05849111	-0.035041813	0.12750115	-0.31585866	-0.23427367	-0.21661037	-0.10350373	0.086382136	-0.051861726	0.2789943	0.052802358	0.383895	0.35820267	-0.15070488	0.14175561	-0.014883735	-0.107399255	0.13719338	0.037693135	-0.13331659	0.036374077	0.12888584	1
21	-0.29211694	-0.22759998	0.33354846	0.17655414	-0.17121102	-0.17695679	0.19301417	0.25724244	-0.06541109	-0.36777627	0.24392392	-0.25091738	0.112487555	-0.19506285	-0.32236433	-0.45385408	-0.15659288	0.17472497	-0.006961717	0.18825468	-0.012146557	0.32857797	0.31491202	-0.18656729	-0.117092095	0.3199099	-0.04291973	-0.009959906	-0.12634769	-0.3690702	-0.023711544	-0.05843998	2
22	-0.22675407	-0.03374499	0.69200695	0.0604188	-0.07148829	-0.08402351	0.49281642	0.06511755	0.012171818	0.23122111	-0.029446388	0.09667154	0.11487669	-0.29139492	-0.29711768	-0.040949482	-0.08990714	0.18546636	-0.035819285	0.29149726	0.15441357	0.5681289	0.44872984	-0.10396981	0.330526	-0.23149253	-0.094535895	0.15315141	0.14649558	-0.04909878	0.007977196	0.106053896	1
23	-0.29591635	-0.17713806	0.3854078	0.11296803	-0.18444945	-0.11758307	0.17449519	0.3316286	-0.08874564	-0.38962778	0.25274464	-0.21954893	0.077556714	-0.23279956	-0.2843127	-0.47991526	-0.19527233	0.17868611	-0.033624094	0.27192077	0.008583051	0.29172873	0.34775296	-0.2629424	-0.13691752	0.32326037	-0.063189864	-0.06529976	-0.09548009	-0.40063086	0.017886737	-0.013193469	2
24	-0.30098617	-0.49616355	0.26854557	0.1849329	-0.025028894	-0.11752524	0.067620434	0.21141027	0.090134226	-0.0974973	0.47329104	-0.3667522	0.0022210162	-0.15506689	-0.24260707	-0.46299994	-0.11038033	0.07694958	0.06529909	-0.019699998	0.16015173	0.04660527	0.5559224	0.09918474	0.0025241897	0.44160083	-0.119912386	-0.061291732	-0.07360078	-0.47891656	-0.38391206	-0.02170873	2
25	-0.2361813	-0.72045946	0.2886206	0.19759355	0.056840554	-0.16550654	-0.12161743	0.042955775	0.049555566	0.088254504	0.38270292	-0.32902357	0.004826431	-0.16539976	-0.16672899	-0.34495202	-0.06394674	0.12630986	0.06731208	-0.22979507	0.26966488	-0.062177714	0.73097163	0.34024182	0.26530877	0.520791	-0.1895698	0.032954153	-0.015452772	-0.45229015	-0.5907806	-0.08140405	2
26	-0.26012713	-0.6572055	0.29706952	0.2040977	0.06909232	-0.0892466	-0.12630522	0.076537505	0.10659152	0.11766691	0.3949221	-0.38990986	0.083748624	-0.17707156	-0.14166366	-0.25494763	-0.07806852	0.08117456	0.014331845	-0.22772117	0.24696843	0.020529289	0.69954103	0.25959572	0.16251455	0.54716206	-0.29357386	0.07270855	-0.15645613	-0.4319978	-0.51181775	-0.14428838	2
27	-0.360121	-0.2983389	0.26261827	0.22956237	-0.06814951	-0.17741035	0.15965751	0.26947787	0.018361304	-0.37284225	0.42049414	-0.3011689	0.10951957	-0.2361657	-0.329296	-0.5100234	-0.08506144	0.04782511	-0.113211684	0.27529556	-0.06158388	0.12879793	0.35255632	-0.18620513	-0.2254005	0.34767598	-0.09268257	-0.029058732	-0.22347426	-0.38608867	-0.13730505	0.011922882	2
28	-0.31492853	-0.5504242	0.28604537	0.15131906	0.0035247956	-0.07030554	0.050850015	0.103503756	0.053981606	0.07989047	0.4148917	-0.33559996	0.06106966	-0.19450533	-0.1984182	-0.24046925	-0.120847	0.049236298	0.049852785	-0.14626701	0.19045995	0.14516366	0.5758261	0.09678979	0.09068275	0.45851198	-0.24883619	0.037345756	-0.1388047	-0.38677946	-0.359088	-0.09836462	2
29	-0.27228418	-0.28702325	0.42830187	0.096447445	-0.037411135	-0.06844243	0.17675062	0.1078254	0.011600616	-0.05066814	0.24965937	-0.1772224	0.017881446	-0.22197726	-0.25188693	-0.2861847	-0.158221	0.055949096	-0.016356468	0.04721724	0.12701733	0.2473198	0.4789805	-0.09527681	0.087614045	0.24692081	-0.1995937	-0.0056613707	-0.023505332	-0.2885419	-0.11057375	0.024644438	2
30	-0.32300034	-0.41171247	0.25204107	0.22130439	-0.13907124	-0.21166568	0.17325696	0.24312353	-0.11884491	-0.29301864	0.41678688	-0.37065887	0.13705732	-0.16403824	-0.2177176	-0.43680787	-0.04391267	0.1341506	-0.058667984	0.09583366	-0.02795095	0.16266978	0.38162762	-0.123376496	-0.16415061	0.37796712	-0.03082233	0.007962875	-0.2882496	-0.41795003	-0.22111355	-0.13277896	2
31	-0.26370925	-0.19320008	0.43501478	0.12441308	-0.13666733	-0.10920891	0.2997391	0.20862554	-0.12128361	-0.21262172	0.18986447	-0.18916892	0.09755962	-0.25159803	-0.24602588	-0.31649545	-0.17506918	0.17918327	0.06791235	0.21126279	0.047903955	0.46379232	0.3237746	-0.15745586	-0.0026899867	0.16739805	-0.039177157	0.024329843	-0.038097598	-0.25588372	0.06190755	-0.09155148	2
32	-0.20439036	-0.43272382	0.35040098	0.19745234	0.019145722	-0.13171752	0.021068381	0.09451673	0.05319286	0.045435183	0.16331571	-0.23427913	0.11547334	-0.13888775	-0.25008953	-0.21281935	-0.12690707	0.13497828	-0.035482656	-0.013917388	0.21520928	0.19221178	0.57880795	0.056286413	0.2227372	0.33213368	-0.19180165	0.037339006	-0.07342202	-0.30277976	-0.30284983	-0.06779749	2
33	-0.30793375	-0.2208275	0.40105388	0.15662241	-0.19945586	-0.10411259	0.26455396	0.2769906	-0.10032451	-0.31425142	0.35310963	-0.2641909	0.10548154	-0.19519192	-0.24933381	-0.41706955	-0.16961536	0.15310687	0.07153177	0.10043254	0.0201241	0.3441531	0.3646348	-0.16597413	-0.10222613	0.34162658	-0.060685344	-0.012690585	-0.14895605	-0.3498526	0.04420941	-0.08536486	2
34	-0.22680527	-0.24214101	0.3253253	0.20329222	-0.18530181	-0.14192249	0.28240195	0.2851774	-0.1245491	-0.26844534	0.32522258	-0.2504203	0.13149445	-0.117084414	-0.29655486	-0.33525035	-0.08552042	0.17825054	-0.12988144	0.111492686	0.0064986045	0.355833	0.37238914	-0.1553921	-0.010807756	0.22323957	-0.005119093	0.022293711	-0.22763775	-0.29192284	-0.08672217	-0.10399158	2
